task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
67	0a/0c071e	4051325	OPENCOBRA_JEWELER:JEWELER:VALIDATE_SBML (MODEL2210190001)	COMPLETED	0	2023-11-22 10:33:22.669	12.1s	9.6s	260.2%	336.5 MB	5.4 GB	126.6 MB	38.8 KB
40	da/17bcee	4051299	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2205060002)	COMPLETED	0	2023-11-22 10:33:22.645	13.3s	11.9s	171.1%	218.4 MB	5.4 GB	119.8 MB	419 KB
33	9b/ae08e8	4058110	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2205020001)	COMPLETED	0	2023-11-22 10:33:28.551	20s	13.6s	72.4%	212.3 MB	5.4 GB	116.5 MB	83.3 KB
26	d6/7b77b8	4059459	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2204200002)	COMPLETED	0	2023-11-22 10:33:30.224	19.2s	13.6s	67.7%	219.1 MB	5.4 GB	115.3 MB	163 KB
10	46/a9d51a	4057758	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL1909260006)	COMPLETED	0	2023-11-22 10:33:28.176	21.4s	17.1s	94.7%	227.1 MB	5.4 GB	124.3 MB	439.8 KB
5	d4/300209	4057829	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL1909260003)	COMPLETED	0	2023-11-22 10:33:28.319	23.1s	16.4s	68.4%	227.1 MB	5.4 GB	124 MB	417 KB
73	54/781a42	4057848	OPENCOBRA_JEWELER:JEWELER:VALIDATE_SBML (MODEL2204270001)	COMPLETED	0	2023-11-22 10:33:28.326	24s	18.3s	85.9%	401.4 MB	5.4 GB	126.8 MB	47.3 KB
37	88/d8346b	4069518	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2205040003)	COMPLETED	0	2023-11-22 10:33:35.992	29.3s	27.6s	37.5%	265.3 MB	5.4 GB	138.7 MB	1.2 MB
63	da/c1b662	4041566	OPENCOBRA_JEWELER:JEWELER:VALIDATE_SBML (MODEL1909260004)	COMPLETED	0	2023-11-22 10:33:15.641	52.3s	49.3s	97.1%	563.9 MB	5.6 GB	126.9 MB	92.6 KB
75	35/3a7d11	4067306	OPENCOBRA_JEWELER:JEWELER:VALIDATE_SBML (MODEL2204180001)	COMPLETED	0	2023-11-22 10:33:34.751	34.7s	33.1s	70.5%	635.2 MB	5.7 GB	127.1 MB	87.4 KB
45	a5/025261	4088670	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2210190004)	COMPLETED	0	2023-11-22 10:33:49.547	23.4s	20.4s	35.7%	214.1 MB	5.4 GB	117.2 MB	104.2 KB
22	ca/69d339	4087604	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2204150001)	COMPLETED	0	2023-11-22 10:33:48.567	25.9s	21.9s	39.1%	221.3 MB	5.4 GB	115.6 MB	412.4 KB
34	9c/392f5e	4089993	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2205020002)	COMPLETED	0	2023-11-22 10:33:51.464	26.3s	23.9s	37.4%	216.4 MB	5.4 GB	118.5 MB	199.4 KB
19	c8/a165d2	4088539	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2204040002)	COMPLETED	0	2023-11-22 10:33:49.400	30.1s	27.4s	32.9%	211.8 MB	5.4 GB	120.1 MB	239.1 KB
52	db/46f45b	4037192	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2211290002_bound_condition8)	COMPLETED	0	2023-11-22 10:33:12.142	1m 13s	1m 11s	755.6%	7.9 GB	134.3 GB	149.6 MB	3.8 MB
77	6f/908390	4090945	OPENCOBRA_JEWELER:JEWELER:VALIDATE_SBML (MODEL2205060002)	COMPLETED	0	2023-11-22 10:33:52.311	34s	32.4s	52.0%	390.8 MB	5.4 GB	126.9 MB	51.5 KB
51	4e/456a4e	4037188	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2211290003_bound_condition15)	COMPLETED	0	2023-11-22 10:33:12.137	1m 15s	1m 12s	675.5%	8.7 GB	148.1 GB	149.6 MB	3.8 MB
21	28/c23a6f	4104423	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2204110002)	COMPLETED	0	2023-11-22 10:34:05.321	23.5s	20.6s	37.0%	215.3 MB	5.4 GB	117.9 MB	151.4 KB
78	cc/f9fb0f	4106116	OPENCOBRA_JEWELER:JEWELER:VALIDATE_SBML (MODEL2205020001)	COMPLETED	0	2023-11-22 10:34:07.912	21.9s	20.4s	54.1%	300.6 MB	5.3 GB	126.6 MB	22.5 KB
79	0a/59926c	4107127	OPENCOBRA_JEWELER:JEWELER:VALIDATE_SBML (MODEL2204200002)	FAILED	1	2023-11-22 10:34:09.479	23.8s	23.7s	-	-	-	-	-
24	9c/8b88e2	4113750	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2204190001)	COMPLETED	0	2023-11-22 10:34:17.735	17.6s	15.8s	45.5%	215.4 MB	5.4 GB	115.3 MB	164.5 KB
56	ce/e6a904	4038527	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2211290003_unbound)	COMPLETED	0	2023-11-22 10:33:13.032	1m 23s	1m 19s	646.4%	10 GB	171.1 GB	149.6 MB	3.8 MB
53	54/1cf241	4037974	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2211290001_unbound)	COMPLETED	0	2023-11-22 10:33:12.830	1m 23s	1m 20s	642.7%	13.5 GB	231 GB	149.6 MB	3.8 MB
46	87/c566f3	4111671	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2210190006)	COMPLETED	0	2023-11-22 10:34:14.459	28.4s	21s	43.7%	212 MB	5.4 GB	116.9 MB	106.8 KB
25	87/429f46	4114808	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2204190002)	COMPLETED	0	2023-11-22 10:34:19.479	25.1s	16.2s	55.0%	217.2 MB	5.4 GB	115.2 MB	142.9 KB
55	48/996c78	4038478	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2211290001_bound_condition1)	COMPLETED	0	2023-11-22 10:33:13.013	1m 32s	1m 21s	677.8%	9.2 GB	157.3 GB	149.6 MB	3.8 MB
41	a9/f34157	4109966	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2205110002)	COMPLETED	0	2023-11-22 10:34:12.981	32.3s	22.6s	42.4%	214 MB	5.4 GB	128.8 MB	671.4 KB
59	87/ae4687	4039675	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2211290002_unbound)	COMPLETED	0	2023-11-22 10:33:14.187	1m 32s	1m 27s	637.4%	11.8 GB	203.3 GB	149.6 MB	3.8 MB
30	67/6bdd76	4123018	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2204280001)	COMPLETED	0	2023-11-22 10:34:28.839	32.4s	30.4s	31.6%	252.2 MB	5.4 GB	153.9 MB	1.4 MB
44	7a/e00fe2	4135701	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2210190003)	COMPLETED	0	2023-11-22 10:34:45.255	19.6s	12.4s	74.4%	212.2 MB	5.4 GB	117.2 MB	106.3 KB
16	b5/202fdf	4134533	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2204040001)	COMPLETED	0	2023-11-22 10:34:42.907	23.9s	13.9s	65.7%	237.3 MB	5.4 GB	124.6 MB	463 KB
14	9e/de8bb7	4135068	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2203250001)	COMPLETED	0	2023-11-22 10:34:44.535	25s	16.3s	58.9%	219.7 MB	5.4 GB	120 MB	267.8 KB
36	68/71e343	4128950	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2205040002)	COMPLETED	0	2023-11-22 10:34:35.340	36.5s	25.2s	38.6%	238.6 MB	5.4 GB	138.3 MB	1.2 MB
2	dd/853a46	4149093	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL8568434338)	COMPLETED	0	2023-11-22 10:35:01.251	13.4s	12s	67.1%	212.8 MB	5.4 GB	115.6 MB	24.5 KB
72	83/b88443	4057839	OPENCOBRA_JEWELER:JEWELER:VALIDATE_SBML (MODEL1909260005)	COMPLETED	0	2023-11-22 10:33:28.322	1m 50s	1m 44s	81.4%	662.4 MB	5.7 GB	127 MB	114 KB
32	19/aff77b	4152872	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2204300001)	COMPLETED	0	2023-11-22 10:35:04.838	17.3s	15.1s	57.9%	215.3 MB	5.4 GB	118 MB	167.4 KB
49	dd/b9a162	4156559	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2210190009)	COMPLETED	0	2023-11-22 10:35:11.855	18.1s	16s	54.3%	214.1 MB	5.4 GB	117.2 MB	109 KB
38	8f/2967cb	4154964	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2205040004)	COMPLETED	0	2023-11-22 10:35:09.495	28.6s	26.6s	33.4%	238.2 MB	5.4 GB	138.4 MB	1.2 MB
39	42/f540ad	4153622	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2205040005)	COMPLETED	0	2023-11-22 10:35:06.853	33.7s	31.6s	32.3%	275.4 MB	5.4 GB	143.9 MB	1.5 MB
35	a1/550f2c	4158679	OPENCOBRA_JEWELER:JEWELER:FETCH_SBML (MODEL2205040001)	COMPLETED	0	2023-11-22 10:35:14.667	26.6s	24.3s	41.1%	265 MB	5.4 GB	138.6 MB	1.2 MB
